economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,217460.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,5823193.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2019,3.636660099029541
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2019,5.861629962921143
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2019,6.671549797058105
BTN,Bhutan,"School age population, secondary education, female (number)",,,2019,42520.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2019,39679.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2019,137760.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2019,93575.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2019,323911.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2019,974615.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2019,48646712.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2019,3005.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2019,5672633.0
FIN,Finland,"School age population, secondary education, female (number)",,,2019,173671.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2019,4454531.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2019,155018.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2019,25058.0
LBY,Libya,"School age population, secondary education, female (number)",,,2019,369474.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2019,114257.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2019,84618.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2019,394890.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2019,187280.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2019,142726.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2019,311107.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2019,206804.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2019,2661916.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2020,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2020,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2020,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2020,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2020,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,10014925.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,7928613.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,1458056.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,3455.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,220171.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2020,5899773.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2020,3.555490016937256
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2020,5.881669998168945
BTN,Bhutan,"School age population, secondary education, female (number)",,,2020,42139.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2020,38544.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2020,135207.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2020,94421.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2020,332879.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2020,993685.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2020,49547940.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2020,2984.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2020,5775844.0
FIN,Finland,"School age population, secondary education, female (number)",,,2020,175516.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2020,4459736.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2020,159288.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2020,25345.0
LBY,Libya,"School age population, secondary education, female (number)",,,2020,376064.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2020,115425.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2020,81217.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2020,396880.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2020,188280.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2020,131329.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2020,307032.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2020,214373.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2020,2679495.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2021,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2021,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2021,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2021,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2021,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,10045193.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,8245454.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,1465679.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,3465.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,223787.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2021,5967161.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2021,3.484859943389893
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2021,5.90457010269165
BTN,Bhutan,"School age population, secondary education, female (number)",,,2021,41436.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2021,37760.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2021,133488.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2021,95964.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2021,342214.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2021,1009601.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2021,50759392.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2021,2949.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2021,5890275.0
FIN,Finland,"School age population, secondary education, female (number)",,,2021,177357.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2021,4469312.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2021,163699.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2021,25622.0
LBY,Libya,"School age population, secondary education, female (number)",,,2021,381502.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2021,115032.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2021,82138.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2021,393030.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2021,188540.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2021,138397.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2021,303430.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2021,220517.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2021,2748887.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2022,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2022,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2022,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2022,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2022,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,10058456.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,8551361.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,1472842.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,3497.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,226062.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2022,6024063.0
BTN,Bhutan,"School age population, secondary education, female (number)",,,2022,39592.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2022,37110.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2022,132045.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2022,98548.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2022,350664.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2022,1017768.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2022,51989148.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2022,2911.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2022,6011857.0
FIN,Finland,"School age population, secondary education, female (number)",,,2022,180079.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2022,4483479.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2022,168268.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2022,26015.0
LBY,Libya,"School age population, secondary education, female (number)",,,2022,385358.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2022,114071.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2022,82728.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2022,389050.0
