Lending category,n,avg_EII_z,avg_OUTCOME_z,avg_Efficiency,share_EII_high,share_OUTCOME_high,share_Efficiency_high
Blend,19,-0.22926140217634816,0.007813938791235101,-9.009112498770443E-4,0.10526315789473684,0.47368421052631576,0.47368421052631576
IBRD,66,0.05179258963882632,-0.05427263057932107,-0.016633686369479112,0.3939393939393939,0.24242424242424243,0.24242424242424243
IDA,58,-0.41810839061590904,-0.04534403175070536,-0.01775688491793563,0.0,0.3103448275862069,0.3275862068965517
