Lending category,n,avg_EII_z,avg_OUTCOME_z,avg_Efficiency,share_EII_high,share_OUTCOME_high,share_Efficiency_high
Blend,19,-0.2051154000337139,0.06586651601657763,0.0241518967705666,0.10526315789473684,0.47368421052631576,0.42105263157894735
IBRD,66,0.08817257085977537,-0.01703204849379661,-0.010365067959168712,0.3787878787878788,0.24242424242424243,0.24242424242424243
IDA,58,-0.3575134967909222,0.06995549384784111,0.02872166331294293,0.017241379310344827,0.3620689655172414,0.43103448275862066
