INDICATOR,mean_val,median_val,sd_val,skew_pearson,abs_skew,skew_category,preferred_method
SE.CLO.9.PRF.M.TMS.2007.U,0.597051203250885,0.597051203250885,,0.0,0.0,nearly_symmetric,zscore
SE.CLO.9.PRF.M.TMS.2011.1,0.17837855033576488,0.0945716351270676,0.16287315715316059,1.5436598026380983,1.5436598026380983,highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.2,0.26096547379468876,0.1010845527052879,0.2412434979933702,1.98821011657435,1.98821011657435,highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.3,0.3277810998260975,0.1260346323251724,0.30841500790686904,1.9624187766035601,1.9624187766035601,highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.4,0.37492774489025277,0.1396820992231369,0.3362922580379898,2.0985821711114827,2.0985821711114827,very_highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.5,0.5141124688088894,0.3381099998950958,0.3057967913943475,1.7266610428900027,1.7266610428900027,highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.A,0.33069390306870144,0.1518480479717255,0.2679905972923481,2.002076082936689,2.002076082936689,very_highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.F,0.32928672184546787,0.1649511009454727,0.2675456217074092,1.8427020392026567,1.8427020392026567,highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.M,0.33169121108949184,0.1379555016756058,0.26933446931518873,2.1579381566698035,2.1579381566698035,very_highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2011.R,0.31506666243076326,0.4007507860660553,0.3106848788803179,-0.8273732916525296,0.8273732916525296,moderately_skewed,iqr
SE.CLO.9.PRF.M.TMS.2011.U,0.34275259512166184,0.1460837423801422,0.27097423065904247,2.1773530154125385,2.1773530154125385,very_highly_skewed,mad
SE.CLO.9.PRF.M.TMS.2015.1,0.279537383466959,0.3367021679878235,0.18906529663524843,-0.9070641551603547,0.9070641551603547,moderately_skewed,iqr
