INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BHR,Bahrain,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.790573120117188
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BLR,Belarus,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,488.1430969238281
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BTN,Bhutan,"Learning-Adjusted Years of School, Female",South Asia,Lower middle income,IDA,true,2020,6.339931964874268
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BWA,Botswana,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,5.471048831939697
UIS.SF.C.26548,,,,,,,,,,BWA,Botswana,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Upper middle income,IBRD,true,2021,1.0
UIS.SF.C.26548,,,,,,,,,,CAN,Canada,"Asia: Students from Malaysia, both sexes (number)",North America,High income,,true,2021,960.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CIV,C�te d�Ivoire,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2020,371.2103881835938
UIS.SF.C.26548,,,,,,,,,,CMR,Cameroon,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,Blend,true,2018,0.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COD,"Congo, Dem. Rep.",Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,310.1971435546875
UIS.SF.C.26548,,,,,,,,,,CYM,Cayman Islands,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,,true,2008,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CYP,Cyprus,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,10.91709041595459
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CZE,Czechia,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.11652374267578
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DEU,Germany,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.95791149139404
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DMA,Dominica,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,8.389812469482422
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DZA,Algeria,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,383.3707580566406
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DZA,Algeria,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,7.091552734375
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,EGY,"Egypt, Arab Rep.",Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,6.529362678527832
UIS.SF.C.26548,,,,,,,,,,ESP,Spain,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,57.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FJI,Fiji,Harmonized Test Scores,East Asia & Pacific,Upper middle income,Blend,true,2020,383.3359680175781
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GBR,United Kingdom,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.55454921722412
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GRD,Grenada,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,8.6777925491333
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HKG,"Hong Kong SAR, China","Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,,true,2020,11.51388454437256
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IND,India,"Harmonized Test Scores, Male",South Asia,Lower middle income,IBRD,true,2020,399.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IND,India,Learning-Adjusted Years of School,South Asia,Lower middle income,IBRD,true,2020,7.102170467376709
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRL,Ireland,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,524.4013061523438
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRN,"Iran, Islamic Rep.","Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,446.2572937011719
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ISL,Iceland,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,507.5847778320313
UIS.SF.C.26548,,,,,,,,,,ISL,Iceland,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,1.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KAZ,Kazakhstan,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,416.1546325683594
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LAO,Lao PDR,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,362.5689086914063
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LBN,Lebanon,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,389.8890380859375
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LBN,Lebanon,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,384.0416870117188
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LBR,Liberia,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,2.225945949554443
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LSO,Lesotho,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2010,5.641838550567627
UIS.SF.C.26548,,,,,,,,,,LUX,Luxembourg,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LVA,Latvia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.18334102630615
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MAC,"Macao SAR, China","Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,,true,2020,11.37808322906494
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MDA,Moldova,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,8.28882122039795
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MDA,Moldova,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.470593452453613
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MDA,Moldova,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.1171293258667
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDG,Madagascar,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,349.65185546875
UIS.SF.C.26548,,,,,,,,,,MEX,Mexico,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,IBRD,true,2001,0.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MKD,North Macedonia,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,413.6173095703125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MKD,North Macedonia,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,7.097188472747803
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MMR,Myanmar,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,6.787967205047607
UIS.SF.C.26548,,,,,,,,,,MOZ,Mozambique,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2018,0.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MWI,Malawi,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2010,5.109665870666504
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MYS,Malaysia,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Upper middle income,IBRD,true,2020,8.606156349182129
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NIC,Nicaragua,Harmonized Test Scores,Latin America & Caribbean,Lower middle income,IDA,true,2020,391.9904479980469
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NIC,Nicaragua,"Harmonized Test Scores, Male",Latin America & Caribbean,Lower middle income,IDA,true,2020,391.8805847167969
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NOR,Norway,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.47645473480225
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NZL,New Zealand,Learning-Adjusted Years of School,East Asia & Pacific,High income,,true,2020,11.39023494720459
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PAK,Pakistan,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,true,2020,4.777037620544434
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PRT,Portugal,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,510.1110534667969
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PRY,Paraguay,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,7.051965713500977
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PSE,West Bank and Gaza,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,true,2020,8.047290802001953
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PSE,West Bank and Gaza,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,true,2020,7.596590518951416
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,QAT,Qatar,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.328582763671877
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SEN,Senegal,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,408.2084045410156
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SEN,Senegal,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,417.19921875
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TTO,Trinidad and Tobago,"Harmonized Test Scores, Male",Latin America & Caribbean,High income,IBRD,true,2020,444.8232421875
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TTO,Trinidad and Tobago,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2010,8.591529846191406
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TUN,Tunisia,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,381.4621276855469
UIS.SF.C.26548,,,,,,,,,,TZA,Tanzania,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2022,0.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UZB,Uzbekistan,"Harmonized Test Scores, Female",Europe & Central Asia,Lower middle income,Blend,true,2020,473.5556640625
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,VCT,St. Vincent and the Grenadines,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,8.181251525878906
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,XKX,Kosovo,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IDA,true,2020,7.755870342254639
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZAF,South Africa,Harmonized Test Scores,Sub-Saharan Africa,Upper middle income,IBRD,true,2020,342.7639770507813
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZWE,Zimbabwe,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2010,395.7319030761719
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AGO,Angola,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,IBRD,true,2020,4.833456516265869
UIS.SF.C.26548,,,,,,,,,,ARE,United Arab Emirates,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2016,56.0
UIS.SF.C.26548,,,,,,,,,,ARM,Armenia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ATG,Antigua and Barbuda,"Harmonized Test Scores, Male",Latin America & Caribbean,High income,IBRD,true,2020,396.8749084472656
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUS,Australia,"Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,511.8515319824219
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUT,Austria,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,507.6393737792969
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AZE,Azerbaijan,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.233572959899902
UIS.SF.C.26548,,,,,,,,,,BEL,Belgium,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,29.0
UIS.SF.C.26548,,,,,,,,,,BLR,Belarus,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,1.0
UIS.SF.C.26548,,,,,,,,,,BRN,Brunei Darussalam,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2020,116.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CAF,Central African Republic,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,368.7301635742188
UIS.SF.C.26548,,,,,,,,,,CAF,Central African Republic,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2006,0.0
UIS.SF.C.26548,,,,,,,,,,CHE,Switzerland,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,71.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CIV,C�te d�Ivoire,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,Blend,true,2020,4.811591148376465
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CIV,C�te d�Ivoire,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2020,4.513952732086182
UIS.SF.C.26548,,,,,,,,,,DNK,Denmark,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,22.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DZA,Algeria,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,365.7583618164063
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FIN,Finland,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,520.131591796875
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FIN,Finland,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,11.441725730896
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FSM,"Micronesia, Fed. Sts.",Harmonized Test Scores,East Asia & Pacific,Lower middle income,IDA,true,2020,379.902587890625
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FSM,"Micronesia, Fed. Sts.","Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,7.509963512420654
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GBR,United Kingdom,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,519.5404663085938
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HND,Honduras,Harmonized Test Scores,Latin America & Caribbean,Lower middle income,IDA,true,2020,399.7507934570313
UIS.SF.C.26548,,,,,,,,,,HUN,Hungary,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,48.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRQ,Iraq,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,376.7118225097656
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JAM,Jamaica,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,387.1329956054688
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JOR,Jordan,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,444.423095703125
UIS.SF.C.26548,,,,,,,,,,JOR,Jordan,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,1377.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JPN,Japan,"Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,536.55029296875
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KNA,St. Kitts and Nevis,Harmonized Test Scores,Latin America & Caribbean,High income,IBRD,true,2020,409.074462890625
