INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value,val_std,mu,sd,z
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BFA,Burkina Faso,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,403.6543273925781,6.003033190046343,6.038967468894472,0.14863525656586127,-0.24176147489075717
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHN,China,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IBRD,true,2020,441.0,6.091309882077698,6.038967468894472,0.14863525656586127,0.3521534149606858
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DOM,Dominican Republic,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,345.2165222167969,5.847064366088592,6.038967468894472,0.14863525656586127,-1.2911008278903644
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PRT,Portugal,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,508.514892578125,6.233459082025833,6.038967468894472,0.14863525656586127,1.3085160117793484
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHE,Switzerland,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,515.1390380859375,6.246376182840364,6.038967468894472,0.14863525656586127,1.3954207012384547
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FIN,Finland,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,533.7076416015625,6.28172013323383,6.038967468894472,0.14863525656586127,1.6332105178006184
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GEO,Georgia,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,399.7662963867188,5.993378455383321,6.038967468894472,0.14863525656586127,-0.3067173600965271
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GMB,"Gambia, The",Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,352.8996276855469,5.869013335317937,6.038967468894472,0.14863525656586127,-1.1434308218873193
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRC,Greece,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,468.63623046875,6.151958417302642,6.038967468894472,0.14863525656586127,0.7601894127864789
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MLI,Mali,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,307.3649597167969,5.731284015638638,6.038967468894472,0.14863525656586127,-2.070056999696415
