INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value,val_std,mu,sd,z
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BRA,Brazil,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,416.2886047363281,6.0337780800986796,6.049916820510174,0.15126983998329588,-0.10668842125619146
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DMA,Dominica,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,416.099609375,6.033325064676448,6.049916820510174,0.15126983998329588,-0.10968317171194507
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KEN,Kenya,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2010,426.5360107421875,6.058038520483431,6.049916820510174,0.15126983998329588,0.05369014718435629
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LUX,Luxembourg,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,497.2763061523438,6.211154754793705,6.049916820510174,0.15126983998329588,1.0658961118841412
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDG,Madagascar,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,351.7545776367188,5.8657725676486345,6.049916820510174,0.15126983998329588,-1.2173229831000938
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNE,Montenegro,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,440.7054748535156,6.090643313484947,6.049916820510174,0.15126983998329588,0.26923075332974855
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NOR,Norway,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,524.62890625,6.264595462328611,6.049916820510174,0.15126983998329588,1.4191767628110328
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UKR,Ukraine,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,482.4337158203125,6.180914213086458,6.049916820510174,0.15126983998329588,0.865984869097169
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VNM,Vietnam,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IBRD,true,2020,524.15380859375,6.2636911884346596,6.049916820510174,0.15126983998329588,1.4131988765777217
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VUT,Vanuatu,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,355.6548767089844,5.876768582285363,6.049916820510174,0.15126983998329588,-1.1446315950617183
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,XKX,Kosovo,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IDA,true,2020,377.994140625,5.93752074487057,6.049916820510174,0.15126983998329588,-0.7430170855738047
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUS,Australia,"Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,519.6480712890625,6.255074326540084,6.049916820510174,0.15126983998329588,1.3562353609454796
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUT,Austria,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,509.6305541992188,6.235646342811842,6.049916820510174,0.15126983998329588,1.2278027287010902
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BDI,Burundi,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,432.2043762207031,6.071209617154995,6.049916820510174,0.15126983998329588,0.1407603567715307
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BTN,Bhutan,"Harmonized Test Scores, Female",South Asia,Lower middle income,IDA,true,2020,370.2079772949219,5.9167624912385675,6.049916820510174,0.15126983998329588,-0.8802437371938143
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CZE,Czechia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,517.5387573242188,6.25101477381376,6.049916820510174,0.15126983998329588,1.329398863156017
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DEU,Germany,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,520.798095703125,6.257280723219397,6.049916820510174,0.15126983998329588,1.3708211943115776
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRC,Greece,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,477.7095642089844,6.171094075745531,6.049916820510174,0.15126983998329588,0.8010668567424798
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HTI,Haiti,"Harmonized Test Scores, Female",Latin America & Caribbean,Lower middle income,IDA,true,2020,342.3306579589844,5.8386940001727385,6.049916820510174,0.15126983998329588,-1.3963313530361376
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JPN,Japan,"Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,538.84130859375,6.291275223394659,6.049916820510174,0.15126983998329588,1.5955487419774959
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,OMN,Oman,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,443.5085754394531,6.096969347095094,6.049916820510174,0.15126983998329588,0.311050283322276
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PRY,Paraguay,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,382.82666015625,5.95019104483034,6.049916820510174,0.15126983998329588,-0.6592574943613793
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BIH,Bosnia and Herzegovina,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,420.8410949707031,6.0446286909203035,6.049916820510174,0.15126983998329588,-0.03495825466897115
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BRN,Brunei Darussalam,"Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,445.1125793457031,6.100571340225112,6.049916820510174,0.15126983998329588,0.3348619904703481
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HND,Honduras,"Harmonized Test Scores, Female",Latin America & Caribbean,Lower middle income,IDA,true,2020,398.810546875,5.990990802096032,6.049916820510174,0.15126983998329588,-0.38954241255658606
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IND,India,"Harmonized Test Scores, Female",South Asia,Lower middle income,IBRD,true,2020,399.0,5.991464547107982,6.049916820510174,0.15126983998329588,-0.38641062493783984
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MHL,Marshall Islands,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IDA,true,2020,382.6455078125,5.949718969477838,6.049916820510174,0.15126983998329588,-0.6623782443572377
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NGA,Nigeria,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2020,308.4080810546875,5.734661056268109,6.049916820510174,0.15126983998329588,-2.084062257730141
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PLW,Palau,"Harmonized Test Scores, Female",East Asia & Pacific,High income,IBRD,true,2020,477.7051696777344,6.1710848957505,6.049916820510174,0.15126983998329588,0.8010061705208785
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,USA,United States,"Harmonized Test Scores, Female",North America,High income,,true,2020,514.1365356445312,6.244431983282605,6.049916820510174,0.15126983998329588,1.285881989390024
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BHR,Bahrain,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,470.24365234375,6.155375268843915,6.049916820510174,0.15126983998329588,0.6971544912415234
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CYP,Cyprus,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,500.4539489746094,6.217511776614605,6.049916820510174,0.15126983998329588,1.1079204957375335
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,EST,Estonia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,547.70849609375,6.307567327986879,6.049916820510174,0.15126983998329588,1.7032510082985237
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GMB,"Gambia, The","Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,353.5550231933594,5.870863547449275,6.049916820510174,0.15126983998329588,-1.1836680271538005
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRD,Grenada,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,408.973876953125,6.016093442920007,6.049916820510174,0.15126983998329588,-0.22359630706228056
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IDN,Indonesia,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,401.9364624023438,5.998778887984152,6.049916820510174,0.15126983998329588,-0.33805768903880207
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNG,Mongolia,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,434.4581604003906,6.076398719117915,6.049916820510174,0.15126983998329588,0.17506396920010578
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MWI,Malawi,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2010,341.8900146484375,5.837409738742851,6.049916820510174,0.15126983998329588,-1.4048212240509372
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NAM,Namibia,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IBRD,true,2010,368.8475036621094,5.9130907684156115,6.049916820510174,0.15126983998329588,-0.9045164066391007
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UGA,Uganda,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2010,371.4526977539063,5.920110043860669,6.049916820510174,0.15126983998329588,-0.8581140606999985
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARE,United Arab Emirates,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,463.4134826660156,6.140775281844197,6.049916820510174,0.15126983998329588,0.6006383119335384
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARM,Armenia,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,447.720458984375,6.106400108074347,6.049916820510174,0.15126983998329588,0.37339424415607075
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHL,Chile,"Harmonized Test Scores, Female",Latin America & Caribbean,High income,IBRD,true,2020,453.618408203125,6.119458403786308,6.049916820510174,0.15126983998329588,0.4597187600900043
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COM,Comoros,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,386.857666015625,5.9606384321550445,6.049916820510174,0.15126983998329588,-0.590192918594931
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HKG,"Hong Kong SAR, China","Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,557.1563110351562,6.324639050456131,6.049916820510174,0.15126983998329588,1.8161070969354733
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LAO,Lao PDR,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,373.6180419921875,5.925906952203581,6.049916820510174,0.15126983998329588,-0.8197924207514651
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MAC,"Macao SAR, China","Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,563.9934692382812,6.336814172209338,6.049916820510174,0.15126983998329588,1.8965932120430924
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SLV,El Salvador,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,439.1496887207031,6.087114870694813,6.049916820510174,0.15126983998329588,0.24590526564149445
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TZA,Tanzania,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,394.8670654296875,5.981078461537477,6.049916820510174,0.15126983998329588,-0.4550699530078094
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BEN,Benin,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,383.7683715820313,5.952641520980014,6.049916820510174,0.15126983998329588,-0.6430581240841015
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHE,Switzerland,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,519.2683715820312,6.254344777638302,6.049916820510174,0.15126983998329588,1.351412529759415
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DNK,Denmark,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,522.4678955078125,6.260475701797396,6.049916820510174,0.15126983998329588,1.3919422490991782
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ETH,Ethiopia,"Harmonized Test Scores, Female",Sub-Saharan Africa,,IDA,true,2020,344.4136962890625,5.844742818340017,6.049916820510174,0.15126983998329588,-1.356344412030934
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GUY,Guyana,"Harmonized Test Scores, Female",Latin America & Caribbean,High income,IDA,true,2020,356.2154541015625,5.878339112628505,6.049916820510174,0.15126983998329588,-1.1342492852548502
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LBN,Lebanon,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,394.9086303710938,5.981183453245772,6.049916820510174,0.15126983998329588,-0.45437588399638607
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MAR,Morocco,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,386.4127502441406,5.959490662780652,6.049916820510174,0.15126983998329588,-0.597780481155445
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MRT,Mauritania,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,343.3378601074219,5.841623326853271,6.049916820510174,0.15126983998329588,-1.3769664440704388
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SDN,Sudan,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,389.3703918457031,5.9670960111037346,6.049916820510174,0.15126983998329588,-0.547503781425201
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZWE,Zimbabwe,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2010,392.2125854492188,5.974350395515654,6.049916820510174,0.15126983998329588,-0.4995471999102023
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GBR,United Kingdom,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,521.12646484375,6.257909828355659,6.049916820510174,0.15126983998329588,1.3749800215856187
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JAM,Jamaica,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,403.7667846679688,6.0033110609208205,6.049916820510174,0.15126983998329588,-0.3080968393600478
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SYC,Seychelles,"Harmonized Test Scores, Female",Sub-Saharan Africa,High income,IBRD,true,2010,414.1100158691406,6.028543583578162,6.049916820510174,0.15126983998329588,-0.14129212362737
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDA,Moldova,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,429.9052734375,6.0658882827402225,6.0272162361156125,0.1516540295413251,0.2550017743779899
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MEX,Mexico,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,431.9877014160156,6.070709324402842,6.0272162361156125,0.1516540295413251,0.2867915110384724
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MRT,Mauritania,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,340.4776916503906,5.83328235228088,6.0272162361156125,0.1516540295413251,-1.2787914994496516
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,OMN,Oman,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,403.9751586914063,6.003825728660947,6.0272162361156125,0.1516540295413251,-0.1542359772794039
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,RUS,Russian Federation,"Harmonized Test Scores, Male",Europe & Central Asia,High income,IBRD,true,2020,494.0293579101563,6.204617069719393,6.0272162361156125,0.1516540295413251,1.1697732934649074
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SAU,Saudi Arabia,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,383.1060180664063,5.950918603196851,6.0272162361156125,0.1516540295413251,-0.5031032353675142
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TJK,Tajikistan,"Harmonized Test Scores, Male",Europe & Central Asia,Lower middle income,IDA,true,2018,440.9378356933594,6.091169228958818,6.0272162361156125,0.1516540295413251,0.4217032217121439
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VNM,Vietnam,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IBRD,true,2020,513.8037109375,6.243785684199293,6.0272162361156125,0.1516540295413251,1.4280494144381828
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHN,China,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,IBRD,true,2020,441.0,6.091309882077698,6.0272162361156125,0.1516540295413251,0.42263068219113875
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COL,Colombia,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,422.956298828125,6.049630381118412,6.0272162361156125,0.1516540295413251,0.14779788621898582
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CYP,Cyprus,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,503.8149719238281,6.224191969907284,6.0272162361156125,0.1516540295413251,1.2988493242640549
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GAB,Gabon,"Harmonized Test Scores, Male",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,457.9222412109375,6.1288807865827,6.0272162361156125,0.1516540295413251,0.6703715738682979
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HUN,Hungary,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,493.6636352539063,6.2038780068475265,6.0272162361156125,0.1516540295413251,1.1648999453969302
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KGZ,Kyrgyz Republic,"Harmonized Test Scores, Male",Europe & Central Asia,Lower middle income,IDA,true,2020,414.4076232910156,6.0292602629611896,6.0272162361156125,0.1516540295413251,0.013478223109264898
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KOR,"Korea, Rep.","Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,534.8189697265625,6.283796360975315,6.0272162361156125,0.1516540295413251,1.6918780571523528
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LBR,Liberia,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,335.3847351074219,5.8182555498617905,6.0272162361156125,0.1516540295413251,-1.377877573618188
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MMR,Myanmar,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,418.2120971679688,6.038376990338473,6.0272162361156125,0.1516540295413251,0.07359352241820379
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BTN,Bhutan,"Harmonized Test Scores, Male",South Asia,Lower middle income,IDA,true,2020,389.1724853515625,5.966588911483296,6.0272162361156125,0.1516540295413251,-0.39977391181548594
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ESP,Spain,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,508.912109375,6.234238376308242,6.0272162361156125,0.1516540295413251,1.3650948861613772
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRD,Grenada,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,Blend,true,2020,380.2361145019531,5.943418906279878,6.0272162361156125,0.1516540295413251,-0.5525559069493764
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HKG,"Hong Kong SAR, China","Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,540.5510864257812,6.29443740442096,6.0272162361156125,0.1516540295413251,1.7620446295660803
