INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
UIS.XSPENDP.0.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in pre-primary public institutions (%),TUN,Tunisia,Current expenditure other than staff compensation as a percentage of total expenditure in pre-primary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2010,0.0
UIS.XSPENDP.FDPUB.FNCAP,Capital expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in public institutions (%),TUN,Tunisia,Capital expenditure as a percentage of total expenditure in public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2010,10.35076999664307
UIS.XUNIT.PPPCONST.5T8.FSGOV,"Initial government funding per tertiary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.5T8.FSGOV,USD_CONST,NUMBER,"Initial government funding per tertiary student, constant PPP$",TUN,Tunisia,"Initial government funding per tertiary student, constant PPP$","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2015,6327.94873046875
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",_T,_T,_T,_Z,SE.XPD.TOTL.GB.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of government expenditure)",TUR,T�rkiye,Expenditure on education as a percentage of total government expenditure (%),Europe & Central Asia,Upper middle income,IBRD,true,2022,8.77881145477295
UIS.X.US.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.4.FSGOV,USD,NUMBER,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",TUR,T�rkiye,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2020,0.0
UIS.X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, constant US$ (millions)",TUR,T�rkiye,"Government expenditure on lower secondary education, constant US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2020,5494.140625
UIS.XSPENDP.3.FDPUB.FNCAP,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),TUR,T�rkiye,Capital expenditure as a percentage of total expenditure in upper-secondary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2020,7.844490051269531
UIS.XUNIT.PPPCONST.2.FSGOV,"Initial government funding per lower secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.2.FSGOV,USD_CONST,NUMBER,"Initial government funding per lower secondary student, constant PPP$",TUR,T�rkiye,"Initial government funding per lower secondary student, constant PPP$",Europe & Central Asia,Upper middle income,IBRD,true,2020,3193.4462890625
UIS.X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, US$ (millions)",TUV,Tuvalu,"Government expenditure on pre-primary education, US$ (millions)",East Asia & Pacific,Upper middle income,IDA,true,1990,0.0
UIS.XSPENDP.02.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),TUV,Tuvalu,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),East Asia & Pacific,Upper middle income,IDA,true,2017,0.0
UIS.XSPENDP.3.FDPUB.FNS,All staff compensation as % of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in upper secondary public institutions (%),TUV,Tuvalu,All staff compensation as a percentage of total expenditure in upper secondary public institutions (%),East Asia & Pacific,Upper middle income,IDA,true,2017,64.36415100097656
UIS.XGDP.4.FSGOV,Government expenditure on post-secondary non-tertiary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.4.FSGOV,SHARE,NUMBER,Government expenditure on post-secondary non-tertiary education as % of GDP (%),TZA,Tanzania,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),Sub-Saharan Africa,Lower middle income,IDA,true,2014,0.1744800060987473
UIS.XUNIT.PPPCONST.23.FSGOV,"Initial government funding per secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.23.FSGOV,USD_CONST,NUMBER,"Initial government funding per secondary student, constant PPP$",TZA,Tanzania,"Initial government funding per secondary student, constant PPP$",Sub-Saharan Africa,Lower middle income,IDA,true,2014,347.9634704589844
UIS.XUNIT.PPPCONST.5T8.FSGOV,"Initial government funding per tertiary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.5T8.FSGOV,USD_CONST,NUMBER,"Initial government funding per tertiary student, constant PPP$",TZA,Tanzania,"Initial government funding per tertiary student, constant PPP$",Sub-Saharan Africa,Lower middle income,IDA,true,2010,12950.732421875
UIS.X.PPP.2T3.FSGOV,"Government expenditure on secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2T3.FSGOV,PP_CUR,NUMBER,"Government expenditure on secondary education, PPP$ (millions)",UGA,Uganda,"Government expenditure on secondary education, PPP$ (millions)",Sub-Saharan Africa,Low income,IDA,true,2014,337.9684753417969
UIS.X.US.1.FSGOV,"Government expenditure on primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.1.FSGOV,USD,NUMBER,"Government expenditure on primary education, US$ (millions)",UGA,Uganda,"Government expenditure on primary education, US$ (millions)",Sub-Saharan Africa,Low income,IDA,true,2014,327.5155944824219
UIS.XSPENDP.02.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),UGA,Uganda,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2014,0.0
UIS.XSPENDP.4.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),UGA,Uganda,Current expenditure other than staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2014,0.0
UIS.XSPENDP.56.FDPUB.FNS,All staff compensation as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in tertiary public institutions (%),UGA,Uganda,All staff compensation as a percentage of total expenditure in tertiary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2014,31.20050048828125
UIS.XSPENDP.56.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),UGA,Uganda,Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2014,11.4202995300293
UIS.X.PPP.FSGOV,"Government expenditure on education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.FSGOV,PP_CUR,NUMBER,"Government expenditure on education, PPP$ (millions)",UKR,Ukraine,"Government expenditure on education, PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2020,29440.265625
UIS.X.USCONST.1.FSGOV,"Government expenditure on primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.1.FSGOV,USD,NUMBER,"Government expenditure on primary education, constant US$ (millions)",UKR,Ukraine,"Government expenditure on primary education, constant US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2020,2269.704833984375
UIS.XSPENDP.56.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in tertiary public institutions (%),UKR,Ukraine,Current expenditure other than staff compensation as a percentage of total expenditure in tertiary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,1998,47.39393997192383
UIS.X.PPP.2.FSGOV,"Government expenditure on lower secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, PPP$ (millions)",URY,Uruguay,"Government expenditure on lower secondary education, PPP$ (millions)",Latin America & Caribbean,High income,IBRD,true,2021,823.3028564453125
UIS.X.PPPCONST.3.FSGOV,"Government expenditure on upper secondary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, constant PPP$ (millions)",URY,Uruguay,"Government expenditure on upper secondary education, constant PPP$ (millions)",Latin America & Caribbean,High income,IBRD,true,2021,397.055419921875
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",_T,_T,_T,_Z,SE.XPD.TOTL.GB.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of government expenditure)",USA,United States,Expenditure on education as a percentage of total government expenditure (%),North America,High income,,true,2020,12.65421581268311
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",_T,_T,_T,_Z,SE.XPD.TOTL.GD.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of GDP)",USA,United States,Government expenditure on education as a percentage of GDP (%),North America,High income,,true,2022,5.440000057220459
UIS.X.USCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2T4.V.FSGOV,USD,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",USA,United States,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",North America,High income,,true,2020,5110.30859375
UIS.X.USCONST.FSGOV,"Government expenditure on education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.FSGOV,USD,NUMBER,"Government expenditure on education, constant US$ (millions)",USA,United States,"Government expenditure on education, constant US$ (millions)",North America,High income,,true,2020,1177315.125
UIS.XSPENDP.1.FDPUB.FNS,All staff compensation as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in primary public institutions (%),USA,United States,All staff compensation as a percentage of total expenditure in primary public institutions (%),North America,High income,,true,2020,72.79351043701172
UIS.XUNIT.PPPCONST.3.FSGOV,"Initial government funding per upper secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.3.FSGOV,USD_CONST,NUMBER,"Initial government funding per upper secondary student, constant PPP$",USA,United States,"Initial government funding per upper secondary student, constant PPP$",North America,High income,,true,2020,15462.9462890625
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",_T,_T,_T,_Z,SE.XPD.TOTL.GB.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of government expenditure)",UZB,Uzbekistan,Expenditure on education as a percentage of total government expenditure (%),Europe & Central Asia,Lower middle income,Blend,true,2021,21.43250846862793
UIS.XSPENDP.FDPUB.FNS,All staff compensation as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in public institutions (%),UZB,Uzbekistan,All staff compensation as a percentage of total expenditure in public institutions (%),Europe & Central Asia,Lower middle income,Blend,true,2021,85.05690002441406
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,UZB,Uzbekistan,Initial government funding per tertiary student as a percentage of GDP per capita,Europe & Central Asia,Lower middle income,Blend,true,2021,19.6663703918457
UIS.XSPENDP.02.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),VCT,St. Vincent and the Grenadines,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Latin America & Caribbean,Upper middle income,Blend,true,2010,87.06360626220703
UIS.XSPENDP.23.FDPUB.FNS,All staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in secondary public institutions (%),VCT,St. Vincent and the Grenadines,All staff compensation as a percentage of total expenditure in secondary public institutions (%),Latin America & Caribbean,Upper middle income,Blend,true,2018,93.23274993896484
UIS.XSPENDP.3.FDPUB.FNCUR,Current expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in upper-secondary public institutions (%),VCT,St. Vincent and the Grenadines,Current expenditure as a percentage of total expenditure in upper-secondary public institutions (%),Latin America & Caribbean,Upper middle income,Blend,true,2010,100.0
UIS.XSPENDP.3.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),VCT,St. Vincent and the Grenadines,Teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),Latin America & Caribbean,Upper middle income,Blend,true,2010,91.8865966796875
UIS.XSPENDP.56.FDPUB.FNCUR,Current expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in tertiary public institutions (%),VCT,St. Vincent and the Grenadines,Current expenditure as a percentage of total expenditure in tertiary public institutions (%),Latin America & Caribbean,Upper middle income,Blend,true,2009,100.0
UIS.X.PPPCONST.02.FSGOV,"Government expenditure on pre-primary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.02.FSGOV,PP_CUR,NUMBER,"Government expenditure on pre-primary education, constant PPP$ (millions)",VEN,"Venezuela, RB","Government expenditure on pre-primary education, constant PPP$ (millions)",Latin America & Caribbean,,IBRD,true,1975,0.0
UIS.XGDP.1.FSGOV,Government expenditure on primary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.1.FSGOV,SHARE,NUMBER,Government expenditure on primary education as % of GDP (%),VEN,"Venezuela, RB",Government expenditure on primary education as a percentage of GDP (%),Latin America & Caribbean,,IBRD,true,2015,2.06982
UIS.XSPENDP.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),VEN,"Venezuela, RB",Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),Latin America & Caribbean,,IBRD,true,2009,24.7391300201416
UIS.X.PPPCONST.UK.FSGOV,"Government expenditure on education not specified by level, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.UK.FSGOV,PP_CUR,NUMBER,"Government expenditure on education not specified by level, constant PPP$ (millions)",VGB,British Virgin Islands,"Government expenditure on education not specified by level, constant PPP$ (millions)",Latin America & Caribbean,High income,,true,2022,0.0
UIS.X.US.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.4.FSGOV,USD,NUMBER,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",VGB,British Virgin Islands,"Government expenditure on post-secondary non-tertiary education, US$ (millions)",Latin America & Caribbean,High income,,true,2022,0.0
UIS.XGDP.2.FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.2.FSGOV,SHARE,NUMBER,Government expenditure on lower secondary education as a percentage of GDP (%),VGB,British Virgin Islands,Government expenditure on lower secondary education as a percentage of GDP (%),Latin America & Caribbean,High income,,true,2022,0.0
UIS.X.PPP.5T8.FSGOV,"Government expenditure on tertiary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.5T8.FSGOV,PP_CUR,NUMBER,"Government expenditure on tertiary education, PPP$ (millions)",VNM,Vietnam,"Government expenditure on tertiary education, PPP$ (millions)",East Asia & Pacific,Lower middle income,IBRD,true,2013,4125.6396484375
UIS.X.US.3.FSGOV,"Government expenditure on upper secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.3.FSGOV,USD,NUMBER,"Government expenditure on upper secondary education, US$ (millions)",VNM,Vietnam,"Government expenditure on upper secondary education, US$ (millions)",East Asia & Pacific,Lower middle income,IBRD,true,2013,1540.267333984375
UIS.X.USCONST.3.FSGOV,"Government expenditure on upper secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.3.FSGOV,USD,NUMBER,"Government expenditure on upper secondary education, constant US$ (millions)",VNM,Vietnam,"Government expenditure on upper secondary education, constant US$ (millions)",East Asia & Pacific,Lower middle income,IBRD,true,2013,1668.893432617188
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",VNM,Vietnam,"Initial government funding per primary student, constant PPP$",East Asia & Pacific,Lower middle income,IBRD,true,2013,1349.362548828125
UIS.XUNIT.PPPCONST.2.FSGOV,"Initial government funding per lower secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.2.FSGOV,USD_CONST,NUMBER,"Initial government funding per lower secondary student, constant PPP$",VNM,Vietnam,"Initial government funding per lower secondary student, constant PPP$",East Asia & Pacific,Lower middle income,IBRD,true,2013,1590.064331054688
UIS.X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, US$ (millions)",VUT,Vanuatu,"Government expenditure on pre-primary education, US$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2020,0.0
UIS.XSPENDP.1.FDPUB.FNCAP,Capital expenditure as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in primary public institutions (%),VUT,Vanuatu,Capital expenditure as a percentage of total expenditure in primary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,0.015650000423193
UIS.XSPENDP.2.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),VUT,Vanuatu,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,0.0
UIS.XSPENDP.23.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),VUT,Vanuatu,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,74.96356201171875
UIS.XSPENDP.3.FDPUB.FNCAP,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),VUT,Vanuatu,Capital expenditure as a percentage of total expenditure in upper-secondary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,0.0139399999752641
UIS.XSPENDP.4.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),VUT,Vanuatu,Current expenditure other than staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,0.0
UIS.XSPENDP.FDPUB.FNS,All staff compensation as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in public institutions (%),VUT,Vanuatu,All staff compensation as a percentage of total expenditure in public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2020,69.4561996459961
UIS.X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, PPP$ (millions)",WSM,Samoa,"Government expenditure on upper secondary education, PPP$ (millions)",East Asia & Pacific,Upper middle income,IDA,true,2016,14.64375972747803
UIS.X.US.2T3.FSGOV,"Government expenditure on secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.2T3.FSGOV,USD,NUMBER,"Government expenditure on secondary education, US$ (millions)",WSM,Samoa,"Government expenditure on secondary education, US$ (millions)",East Asia & Pacific,Upper middle income,IDA,true,2016,14.0474796295166
UIS.XGDP.1.FSGOV,Government expenditure on primary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.1.FSGOV,SHARE,NUMBER,Government expenditure on primary education as % of GDP (%),WSM,Samoa,Government expenditure on primary education as a percentage of GDP (%),East Asia & Pacific,Upper middle income,IDA,true,2016,1.474969983100891
UIS.XSPENDP.56.FDPUB.FNCAP,Capital expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in tertiary public institutions (%),WSM,Samoa,Capital expenditure as a percentage of total expenditure in tertiary public institutions (%),East Asia & Pacific,Upper middle income,IDA,true,2001,0.0
UIS.XSPENDP.56.FDPUB.FNCUR,Current expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in tertiary public institutions (%),WSM,Samoa,Current expenditure as a percentage of total expenditure in tertiary public institutions (%),East Asia & Pacific,Upper middle income,IDA,true,2016,100.0
UIS.X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, US$ (millions)",YEM,"Yemen, Rep.","Government expenditure on pre-primary education, US$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2011,15.34144020080566
UIS.XGDP.0.FSGOV,Government expenditure on pre-primary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.0.FSGOV,SHARE,NUMBER,Government expenditure on pre-primary education as % of GDP (%),YEM,"Yemen, Rep.",Government expenditure on pre-primary education as a percentage of GDP (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2011,0.0468799993395805
UIS.XSPENDP.2.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in lower secondary public institutions (%),YEM,"Yemen, Rep.",Current expenditure other than staff compensation as a percentage of total expenditure in lower secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2013,5.323830127716064
SE.XPD.CUR.TOTL.ZS,Current expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,SE.XPD.CUR.TOTL.ZS,SHARE,NUMBER,Current expenditure as % of total expenditure in public institutions (%),ZAF,South Africa,Current expenditure as a percentage of total expenditure in public institutions (%),Sub-Saharan Africa,Upper middle income,IBRD,true,2022,96.79193115234376
UIS.XSPENDP.2.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),ZAF,South Africa,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),Sub-Saharan Africa,Upper middle income,IBRD,true,2022,70.97782897949219
UIS.XSPENDP.4.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),ZAF,South Africa,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Sub-Saharan Africa,Upper middle income,IBRD,true,2022,26.40826988220215
UIS.XSPENDP.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),ZAF,South Africa,Current expenditure other than staff compensation as a percentage of total expenditure in public institutions (%),Sub-Saharan Africa,Upper middle income,IBRD,true,2022,25.80772018432617
UIS.XUNIT.GDPCAP.2.FSGOV,Initial government funding per lower secondary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.2.FSGOV,SHARE,NUMBER,Initial government funding per lower secondary student as a percentage of GDP per capita,ZAF,South Africa,Initial government funding per lower secondary student as a percentage of GDP per capita,Sub-Saharan Africa,Upper middle income,IBRD,true,2022,21.06377983093262
SE.XPD.CUR.TOTL.ZS,Current expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,SE.XPD.CUR.TOTL.ZS,SHARE,NUMBER,Current expenditure as % of total expenditure in public institutions (%),ZMB,Zambia,Current expenditure as a percentage of total expenditure in public institutions (%),Sub-Saharan Africa,Lower middle income,IDA,true,2016,92.15315246582033
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",_T,_T,_T,_Z,SE.XPD.TOTL.GD.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of GDP)",ZMB,Zambia,Government expenditure on education as a percentage of GDP (%),Sub-Saharan Africa,Lower middle income,IDA,true,2022,3.58299994468689
