INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
UIS.X.PPP.02.FSGOV,"Government expenditure on pre-primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.02.FSGOV,PP_CUR,NUMBER,"Government expenditure on pre-primary education, PPP$ (millions)",ABW,Aruba,"Government expenditure on pre-primary education, PPP$ (millions)",Latin America & Caribbean,High income,,true,2016,12.3201904296875
UIS.X.PPPCONST.1.FSGOV,"Government expenditure on primary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, constant PPP$ (millions)",ABW,Aruba,"Government expenditure on primary education, constant PPP$ (millions)",Latin America & Caribbean,High income,,true,2016,64.79408264160156
UIS.X.US.3.FSGOV,"Government expenditure on upper secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.3.FSGOV,USD,NUMBER,"Government expenditure on upper secondary education, US$ (millions)",ABW,Aruba,"Government expenditure on upper secondary education, US$ (millions)",Latin America & Caribbean,High income,,true,2002,14.22968006134033
UIS.X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, constant US$ (millions)",ABW,Aruba,"Government expenditure on pre-primary education, constant US$ (millions)",Latin America & Caribbean,High income,,true,2016,9.167440414428713
UIS.XGDP.3.FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.3.FSGOV,SHARE,NUMBER,Government expenditure on upper secondary education as a percentage of GDP (%),ABW,Aruba,Government expenditure on upper secondary education as a percentage of GDP (%),Latin America & Caribbean,High income,,true,2002,0.7252600193023682
UIS.XSPENDP.0.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in pre-primary public institutions (%),ABW,Aruba,Current expenditure other than staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Latin America & Caribbean,High income,,true,2016,5.149590015411377
UIS.XUNIT.GDPCAP.23.FSGOV,Initial government funding per secondary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.23.FSGOV,SHARE,NUMBER,Initial government funding per secondary student as a percentage of GDP per capita,ABW,Aruba,Initial government funding per secondary student as a percentage of GDP per capita,Latin America & Caribbean,High income,,true,2012,24.2150993347168
UIS.XGDP.1.FSGOV,Government expenditure on primary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.1.FSGOV,SHARE,NUMBER,Government expenditure on primary education as % of GDP (%),AFG,Afghanistan,Government expenditure on primary education as a percentage of GDP (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2017,1.919280052185059
UIS.XSPENDP.02.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),AFG,Afghanistan,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2017,0.0
UIS.XSPENDP.3.FDPUB.FNCUR,Current expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in upper-secondary public institutions (%),AFG,Afghanistan,Current expenditure as a percentage of total expenditure in upper-secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2017,89.56881713867188
UIS.XSPENDP.3.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%),AFG,Afghanistan,Current expenditure other than staff compensation as a percentage of total expenditure in upper secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2017,7.377150058746338
UIS.XSPENDP.FDPUB.FNCAP,Capital expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in public institutions (%),AFG,Afghanistan,Capital expenditure as a percentage of total expenditure in public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2015,19.59267044067383
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",AFG,Afghanistan,"Initial government funding per primary student, constant PPP$","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2017,249.1628875732422
UIS.X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, PPP$ (millions)",AGO,Angola,"Government expenditure on upper secondary education, PPP$ (millions)",Sub-Saharan Africa,Lower middle income,IBRD,true,2005,635.0808715820312
UIS.X.USCONST.1.FSGOV,"Government expenditure on primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.1.FSGOV,USD,NUMBER,"Government expenditure on primary education, constant US$ (millions)",AGO,Angola,"Government expenditure on primary education, constant US$ (millions)",Sub-Saharan Africa,Lower middle income,IBRD,true,2006,310.8918151855469
UIS.XGDP.1.FSGOV,Government expenditure on primary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.1.FSGOV,SHARE,NUMBER,Government expenditure on primary education as % of GDP (%),AGO,Angola,Government expenditure on primary education as a percentage of GDP (%),Sub-Saharan Africa,Lower middle income,IBRD,true,2022,0.8889999985694885
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,AGO,Angola,Initial government funding per tertiary student as a percentage of GDP per capita,Sub-Saharan Africa,Lower middle income,IBRD,true,2006,82.19744873046875
UIS.X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, PPP$ (millions)",ALB,Albania,"Government expenditure on primary education, PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2019,916.3294677734376
UIS.X.US.3.FSGOV,"Government expenditure on upper secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.3.FSGOV,USD,NUMBER,"Government expenditure on upper secondary education, US$ (millions)",ALB,Albania,"Government expenditure on upper secondary education, US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2022,19.49007987976074
UIS.XGDP.56.FSGOV,Government expenditure on tertiary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.56.FSGOV,SHARE,NUMBER,Government expenditure on tertiary education as % of GDP (%),ALB,Albania,Government expenditure on tertiary education as a percentage of GDP (%),Europe & Central Asia,Upper middle income,IBRD,true,2022,0.5677400231361389
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",ALB,Albania,"Initial government funding per primary student, constant PPP$",Europe & Central Asia,Upper middle income,IBRD,true,2019,5530.02197265625
UIS.XSPENDP.02.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),AND,Andorra,Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Europe & Central Asia,High income,,true,2022,35.55175018310547
UIS.XSPENDP.1.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),AND,Andorra,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),Europe & Central Asia,High income,,true,2022,8.845470428466797
UIS.XSPENDP.23.FDPUB.FNCUR,Current expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in secondary public institutions (%),AND,Andorra,Current expenditure as a percentage of total expenditure in secondary public institutions (%),Europe & Central Asia,High income,,true,2022,98.14505004882812
UIS.XSPENDP.3.FDPUB.FNCUR,Current expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in upper-secondary public institutions (%),AND,Andorra,Current expenditure as a percentage of total expenditure in upper-secondary public institutions (%),Europe & Central Asia,High income,,true,2022,97.99211120605467
UIS.X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, PPP$ (millions)",ARE,United Arab Emirates,"Government expenditure on upper secondary education, PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2021,7624.48974609375
UIS.X.PPP.5T8.FSGOV,"Government expenditure on tertiary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.5T8.FSGOV,PP_CUR,NUMBER,"Government expenditure on tertiary education, PPP$ (millions)",ARE,United Arab Emirates,"Government expenditure on tertiary education, PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2021,4015.031005859375
UIS.X.USCONST.FSGOV,"Government expenditure on education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.FSGOV,USD,NUMBER,"Government expenditure on education, constant US$ (millions)",ARE,United Arab Emirates,"Government expenditure on education, constant US$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2021,16167.1708984375
UIS.XSPENDP.0.FDPUB.FNCAP,Capital expenditure as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in pre-primary public institutions (%),ARE,United Arab Emirates,Capital expenditure as a percentage of total expenditure in pre-primary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2013,0.6125900149345398
UIS.XSPENDP.2.FDPUB.FNCAP,Capital expenditure as % of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in lower secondary public institutions (%),ARE,United Arab Emirates,Capital expenditure as a percentage of total expenditure in lower secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2021,20.23995971679688
UIS.XSPENDP.2.FDPUB.FNS,All staff compensation as % of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in lower secondary public institutions (%),ARE,United Arab Emirates,All staff compensation as a percentage of total expenditure in lower secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2021,45.55284881591797
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",_T,_T,_T,_Z,SE.XPD.TOTL.GB.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of government expenditure)",ARG,Argentina,Expenditure on education as a percentage of total government expenditure (%),Latin America & Caribbean,Upper middle income,IBRD,true,2021,12.28489971160889
UIS.X.US.5T8.FSGOV,"Government expenditure on tertiary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.5T8.FSGOV,USD,NUMBER,"Government expenditure on tertiary education, US$ (millions)",ARG,Argentina,"Government expenditure on tertiary education, US$ (millions)",Latin America & Caribbean,Upper middle income,IBRD,true,2021,4498.4033203125
UIS.X.USCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2T4.V.FSGOV,USD,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",ARG,Argentina,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",Latin America & Caribbean,Upper middle income,IBRD,true,2021,0.0
UIS.X.USCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.5T8.FSGOV,USD,NUMBER,"Government expenditure on tertiary education, constant US$ (millions)",ARG,Argentina,"Government expenditure on tertiary education, constant US$ (millions)",Latin America & Caribbean,Upper middle income,IBRD,true,2021,4498.4033203125
UIS.XSPENDP.2.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),ARG,Argentina,Teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),Latin America & Caribbean,Upper middle income,IBRD,true,2021,54.37448883056641
UIS.XSPENDP.3.FDPUB.FNCAP,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in upper-secondary public institutions (%),ARG,Argentina,Capital expenditure as a percentage of total expenditure in upper-secondary public institutions (%),Latin America & Caribbean,Upper middle income,IBRD,true,2021,3.702409982681274
UIS.XSPENDP.3.FDPUB.FNS,All staff compensation as % of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in upper secondary public institutions (%),ARG,Argentina,All staff compensation as a percentage of total expenditure in upper secondary public institutions (%),Latin America & Caribbean,Upper middle income,IBRD,true,2021,88.11518096923828
UIS.X.PPP.UK.FSGOV,"Government expenditure on education not specified by level, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.UK.FSGOV,PP_CUR,NUMBER,"Government expenditure on education not specified by level, PPP$ (millions)",ARM,Armenia,"Government expenditure on education not specified by level, PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2022,19.73965072631836
UIS.X.PPPCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.5T8.FSGOV,PP_CUR,NUMBER,"Government expenditure on tertiary education, constant PPP$ (millions)",ARM,Armenia,"Government expenditure on tertiary education, constant PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2022,120.7460403442383
UIS.X.USCONST.2T3.FSGOV,"Government expenditure on secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2T3.FSGOV,USD,NUMBER,"Government expenditure on secondary education, constant US$ (millions)",ARM,Armenia,"Government expenditure on secondary education, constant US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2022,188.6957550048828
UIS.XSPENDP.1.FDPUB.FNCUR,Current expenditure as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in primary public institutions (%),ARM,Armenia,Current expenditure as a percentage of total expenditure in primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2022,84.9582290649414
UIS.XSPENDP.4.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),ARM,Armenia,Current expenditure other than staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2022,0.0
UIS.XSPENDP.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),ARM,Armenia,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2022,24.8867301940918
UIS.XUNIT.GDPCAP.02.FSGOV,Initial government funding per pre-primary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.02.FSGOV,SHARE,NUMBER,Initial government funding per pre-primary student as a percentage of GDP per capita,ARM,Armenia,Initial government funding per pre-primary student as a percentage of GDP per capita,Europe & Central Asia,Upper middle income,IBRD,true,2022,17.91459083557129
UIS.XUNIT.PPPCONST.02.FSGOV,"Initial government funding per pre-primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.02.FSGOV,USD_CONST,NUMBER,"Initial government funding per pre-primary student, constant PPP$",ARM,Armenia,"Initial government funding per pre-primary student, constant PPP$",Europe & Central Asia,Upper middle income,IBRD,true,2022,3171.1494140625
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",ARM,Armenia,"Initial government funding per primary student, constant PPP$",Europe & Central Asia,Upper middle income,IBRD,true,2022,2043.700317382813
UIS.X.USCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.4.FSGOV,USD,NUMBER,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",ASM,American Samoa,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",East Asia & Pacific,High income,,true,2006,0.0
UIS.X.USCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.5T8.FSGOV,USD,NUMBER,"Government expenditure on tertiary education, constant US$ (millions)",ASM,American Samoa,"Government expenditure on tertiary education, constant US$ (millions)",East Asia & Pacific,High income,,true,2006,13.41724014282227
UIS.XUNIT.GDPCAP.02.FSGOV,Initial government funding per pre-primary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.02.FSGOV,SHARE,NUMBER,Initial government funding per pre-primary student as a percentage of GDP per capita,ASM,American Samoa,Initial government funding per pre-primary student as a percentage of GDP per capita,East Asia & Pacific,High income,,true,1976,0.0
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",_T,_T,_T,_Z,SE.XPD.TOTL.GB.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of government expenditure)",ATG,Antigua and Barbuda,Expenditure on education as a percentage of total government expenditure (%),Latin America & Caribbean,High income,IBRD,true,2023,9.803999900817873
UIS.X.PPP.2T3.FSGOV,"Government expenditure on secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2T3.FSGOV,PP_CUR,NUMBER,"Government expenditure on secondary education, PPP$ (millions)",ATG,Antigua and Barbuda,"Government expenditure on secondary education, PPP$ (millions)",Latin America & Caribbean,High income,IBRD,true,2011,16.9284496307373
UIS.X.PPPCONST.FSGOV,"Government expenditure on education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.FSGOV,PP_CUR,NUMBER,"Government expenditure on education, constant PPP$ (millions)",ATG,Antigua and Barbuda,"Government expenditure on education, constant PPP$ (millions)",Latin America & Caribbean,High income,IBRD,true,2009,48.14318084716797
UIS.X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, US$ (millions)",ATG,Antigua and Barbuda,"Government expenditure on pre-primary education, US$ (millions)",Latin America & Caribbean,High income,IBRD,true,2009,0.0807100012898445
UIS.XSPENDP.4.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),ATG,Antigua and Barbuda,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Latin America & Caribbean,High income,IBRD,true,2011,15.93663024902344
SE.XPD.CUR.TOTL.ZS,Current expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,SE.XPD.CUR.TOTL.ZS,SHARE,NUMBER,Current expenditure as % of total expenditure in public institutions (%),AUS,Australia,Current expenditure as a percentage of total expenditure in public institutions (%),East Asia & Pacific,High income,,true,2015,92.33827209472656
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",_T,_T,_T,_Z,SE.XPD.TOTL.GD.ZS,SHARE,NUMBER,"Government expenditure on education, total (% of GDP)",AUS,Australia,Government expenditure on education as a percentage of GDP (%),East Asia & Pacific,High income,,true,2022,5.20677661895752
UIS.X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, US$ (millions)",AUS,Australia,"Government expenditure on pre-primary education, US$ (millions)",East Asia & Pacific,High income,,true,2020,3810.706298828125
UIS.X.US.2.FSGOV,"Government expenditure on lower secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, US$ (millions)",AUS,Australia,"Government expenditure on lower secondary education, US$ (millions)",East Asia & Pacific,High income,,true,2020,16059.1416015625
UIS.X.USCONST.FSGOV,"Government expenditure on education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.FSGOV,USD,NUMBER,"Government expenditure on education, constant US$ (millions)",AUS,Australia,"Government expenditure on education, constant US$ (millions)",East Asia & Pacific,High income,,true,2020,85177.890625
UIS.XSPENDP.23.FDPUB.FNCUR,Current expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in secondary public institutions (%),AUS,Australia,Current expenditure as a percentage of total expenditure in secondary public institutions (%),East Asia & Pacific,High income,,true,2020,89.6355972290039
UIS.XSPENDP.23.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),AUS,Australia,Current expenditure other than staff compensation as a percentage of total expenditure in secondary public institutions (%),East Asia & Pacific,High income,,true,2020,21.79124069213867
UIS.XSPENDP.4.FDPUB.FNS,All staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),AUS,Australia,All staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),East Asia & Pacific,High income,,true,2020,49.03498840332031
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",AUS,Australia,"Initial government funding per primary student, constant PPP$",East Asia & Pacific,High income,,true,2020,12159.517578125
UIS.X.PPP.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2T4.V.FSGOV,PP_CUR,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)",AUT,Austria,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)",Europe & Central Asia,High income,,true,2020,3234.43017578125
UIS.XGDP.23.FSGOV,Government expenditure on secondary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.23.FSGOV,SHARE,NUMBER,Government expenditure on secondary education as % of GDP (%),AUT,Austria,Government expenditure on secondary education as a percentage of GDP (%),Europe & Central Asia,High income,,true,2020,2.063630104064941
UIS.XGDP.3.FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.3.FSGOV,SHARE,NUMBER,Government expenditure on upper secondary education as a percentage of GDP (%),AUT,Austria,Government expenditure on upper secondary education as a percentage of GDP (%),Europe & Central Asia,High income,,true,2020,0.9350000023841858
UIS.XSPENDP.23.FDPUB.FNCUR,Current expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in secondary public institutions (%),AUT,Austria,Current expenditure as a percentage of total expenditure in secondary public institutions (%),Europe & Central Asia,High income,,true,2020,96.59940338134766
UIS.X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, PPP$ (millions)",AZE,Azerbaijan,"Government expenditure on upper secondary education, PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2021,772.564208984375
UIS.XGDP.3.FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.3.FSGOV,SHARE,NUMBER,Government expenditure on upper secondary education as a percentage of GDP (%),AZE,Azerbaijan,Government expenditure on upper secondary education as a percentage of GDP (%),Europe & Central Asia,Upper middle income,IBRD,true,2021,0.4784699976444244
UIS.XSPENDP.23.FDPUB.FNCAP,Capital expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in secondary public institutions (%),AZE,Azerbaijan,Capital expenditure as a percentage of total expenditure in secondary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2021,9.556240081787108
UIS.XSPENDP.56.FDPUB.FNCAP,Capital expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in tertiary public institutions (%),AZE,Azerbaijan,Capital expenditure as a percentage of total expenditure in tertiary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2021,2.516890048980713
UIS.XUNIT.PPPCONST.3.FSGOV,"Initial government funding per upper secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.3.FSGOV,USD_CONST,NUMBER,"Initial government funding per upper secondary student, constant PPP$",AZE,Azerbaijan,"Initial government funding per upper secondary student, constant PPP$",Europe & Central Asia,Upper middle income,IBRD,true,2021,2702.9462890625
