Lending category,n,avg_EII_z,avg_OUTCOME_z,avg_Efficiency,share_EII_high,share_OUTCOME_high,share_Efficiency_high
Blend,19,-0.2228062543823234,-0.41025654590356386,-0.10811257459519533,0.10526315789473684,0.05263157894736842,0.05263157894736842
IBRD,64,0.07520368922696326,0.03784298841957576,0.0045652847305249515,0.375,0.375,0.375
IDA,55,-0.3933995299861455,-0.8386041071422157,-0.23141327359343572,0.01818181818181818,0.0,0.0
